x,count
2996,808
2997,116
2998,116
2999,116
3000,116
3001,808
3002,808
3003,808
3004,808
3005,120
3006,120
3007,120
3008,120
3009,808
3010,808
3011,808
3012,808
3013,20
3014,20
3015,20
3016,20
3017,20
3018,290
3019,290
3020,290
3021,290
3022,290
3023,156
3024,156
3025,156
3026,156
3027,156
3028,156
3029,14
3030,14
3031,14
3032,14
3033,14
3034,14
3035,14
3036,808
3037,808
3038,808
3039,808
3040,248
3041,248
3042,248
3043,248
3044,315
3045,315
3046,315
3047,315
3048,315
3049,120
3050,120
3051,120
3052,120
3053,24
3054,24
3055,24
3056,24
3057,80
3058,80
3059,80
3060,80
3061,80
3062,80
3063,80
3064,80
3065,248
3066,248
3067,248
3068,248
3069,315
3070,315
3071,315
3072,315
3073,315
3074,315
3075,315
3076,315
3077,315
3078,315
3079,85
3080,85
3081,85
3082,85
3083,85
3084,20
3085,20
3086,20
3087,20
3088,20
3089,120
3090,120
3091,120
3092,120
3093,24
3094,24
3095,24
3096,24
3097,24
3098,24
3099,120
3100,120
3101,120
3102,120
3103,248
3104,248
3105,248
3106,248
3107,116
3108,116
3109,116
3110,116
3111,315
3112,315
3113,315
3114,315
3115,315
3116,290
3117,290
3118,290
3119,290
3120,290
3121,808
3122,808
3123,808
3124,808
3125,808
3126,808
3127,808
3128,808
3129,8
3130,8
3131,8
3132,8
3133,8
3134,8
3135,8
3136,8
3137,315
3138,315
3139,315
3140,315
3141,315
3142,6
3143,6
3144,6
3145,6
3146,6
3147,6
3148,120
3149,120
3150,120
3151,120
3152,120
3153,120
3154,120
3155,120
3156,16
3157,16
3158,16
3159,16
3160,315
3161,315
3162,315
3163,315
3164,315
3165,808
3166,808
3167,808
3168,808
3169,85
3170,85
3171,85
3172,85
3173,85
3174,120
3175,120
3176,120
3177,120
3178,315
3179,315
3180,315
3181,315
3182,315
3183,100
3184,100
3185,100
3186,100
3187,100
3188,808
3189,808
3190,808
3191,808
3192,7
3193,7
3194,7
3195,7
3196,7
3197,7
3198,7
3199,808
3200,808
3201,808
3202,808
3203,248
3204,248
3205,248
3206,248
3207,808
3208,808
3209,808
3210,808
3211,56
3212,56
3213,56
3214,56
3215,56
3216,56
3217,56
3218,56
3219,40
3220,40
3221,40
3222,40
3223,40
3224,40
3225,40
3226,40
3227,315
3228,315
3229,315
3230,315
3231,315
3232,24
3233,24
3234,24
3235,24
3236,24
3237,24
3238,808
3239,808
3240,808
3241,808
3242,120
3243,120
3244,120
3245,120
3246,5
3247,5
3248,5
3249,5
3250,5
3251,54
3252,54
3253,54
3254,54
3255,54
3256,54
3257,7
3258,7
3259,7
3260,7
3261,7
3262,7
3263,7
3264,290
3265,290
3266,290
3267,290
3268,290
3269,132
3270,132
3271,132
3272,132
3273,132
3274,132
3275,6
3276,6
3277,6
3278,6
3279,6
3280,6
3281,80
3282,80
3283,80
3284,80
3285,315
3286,315
3287,315
3288,315
3289,315
3290,8
3291,8
3292,8
3293,8
3294,8
3295,8
3296,8
3297,8
3298,108
3299,108
3300,108
3301,108
3302,108
3303,108
3304,48
3305,48
3306,48
3307,48
3308,48
3309,48
3310,48
3311,48
3312,315
3313,315
3314,315
3315,315
3316,315
3317,248
3318,248
3319,248
3320,248
3321,100
3322,100
3323,100
3324,100
3325,100
3326,808
3327,808
3328,808
3329,808
3330,808
3331,808
3332,808
3333,808
3334,100
3335,100
3336,100
3337,100
3338,100
3339,20
3340,20
3341,20
3342,20
3343,20
3344,808
3345,808
3346,808
3347,808
3348,808
3349,808
3350,808
3351,808
3352,248
3353,248
3354,248
3355,248
3356,6
3357,6
3358,6
3359,6
3360,6
3361,6
3362,248
3363,248
3364,248
3365,248
3366,6
3367,6
3368,6
3369,6
3370,6
3371,6
3372,315
3373,315
3374,315
3375,315
3376,315
3377,7
3378,7
3379,7
3380,7
3381,7
3382,7
3383,7
3384,248
3385,248
3386,248
3387,248
3388,315
3389,315
3390,315
3391,315
3392,315
3393,12
3394,12
3395,12
3396,12
3397,12
3398,12
3399,42
3400,42
3401,42
3402,42
3403,42
3404,42
3405,42
3406,5
3407,5
3408,5
3409,5
3410,5
3411,105
3412,105
3413,105
3414,105
3415,105
3416,105
3417,105
3418,6
3419,6
3420,6
3421,6
3422,6
3423,6
3424,248
3425,248
3426,248
3427,248
3428,315
3429,315
3430,315
3431,315
3432,315
3433,248
3434,248
3435,248
3436,248
3437,15
3438,15
3439,15
3440,15
3441,15
3442,808
3443,808
3444,808
3445,808
3446,116
3447,116
3448,116
3449,116
3450,25
3451,25
3452,25
3453,25
3454,25
3455,156
3456,156
3457,156
3458,156
3459,156
3460,156
3461,132
3462,132
3463,132
3464,132
3465,132
3466,132
3467,120
3468,120
3469,120
3470,120
3471,116
3472,116
3473,116
3474,116
3475,80
3476,80
3477,80
3478,80
3479,44
3480,44
3481,44
3482,44
3483,808
3484,808
3485,808
3486,808
3487,808
3488,808
3489,808
3490,808
3491,132
3492,132
3493,132
3494,132
3495,132
3496,132
3497,315
3498,315
3499,315
3500,315
3501,315
3502,120
3503,120
3504,120
3505,120
3506,116
3507,116
3508,116
3509,116
3510,120
3511,120
3512,120
3513,120
3514,120
3515,120
3516,120
3517,120
3518,248
3519,248
3520,248
3521,248
3522,248
3523,248
3524,248
3525,248
3526,85
3527,85
3528,85
3529,85
3530,85
3531,15
3532,15
3533,15
3534,15
3535,15
3536,20
3537,20
3538,20
3539,20
3540,20
3541,248
3542,248
3543,248
3544,248
3545,44
3546,44
3547,44
3548,44
3549,85
3550,85
3551,85
3552,85
3553,85
3554,5
3555,5
3556,5
3557,5
3558,5
3559,7
3560,7
3561,7
3562,7
3563,7
3564,7
3565,7
3566,18
3567,18
3568,18
3569,18
3570,18
3571,18
3572,290
3573,290
3574,290
3575,290
3576,290
3577,108
3578,108
3579,108
3580,108
3581,108
3582,108
3583,16
3584,16
3585,16
3586,16
3587,808
3588,808
3589,808
3590,808
3591,120
3592,120
3593,120
3594,120
3595,80
3596,80
3597,80
3598,80
3599,315
3600,315
3601,315
3602,315
3603,315
3604,248
3605,248
3606,248
3607,248
3608,20
3609,20
3610,20
3611,20
3612,20
3613,156
3614,156
3615,156
3616,156
3617,156
3618,156
3619,315
3620,315
3621,315
3622,315
3623,315
3624,48
3625,48
3626,48
3627,48
3628,48
3629,48
3630,48
3631,48
3632,7
3633,7
3634,7
3635,7
3636,7
3637,7
3638,7
3639,290
3640,290
3641,290
3642,290
3643,290
3644,290
3645,290
3646,290
3647,290
3648,290
3649,16
3650,16
3651,16
3652,16
3653,16
3654,16
3655,16
3656,16
3657,248
3658,248
3659,248
3660,248
3661,116
3662,116
3663,116
3664,116
3665,120
3666,120
3667,120
3668,120
3669,290
3670,290
3671,290
3672,290
3673,290
3674,290
3675,290
3676,290
3677,290
3678,290
3679,100
3680,100
3681,100
3682,100
3683,100
3684,63
3685,63
3686,63
3687,63
3688,63
3689,63
3690,63
3691,120
3692,120
3693,120
3694,120
3695,248
3696,248
3697,248
3698,248
3699,4
3700,4
3701,4
3702,4
3703,808
3704,808
3705,808
3706,808
3707,808
3708,808
3709,808
3710,808
3711,54
3712,54
3713,54
3714,54
3715,54
3716,54
3717,132
3718,132
3719,132
3720,132
3721,132
3722,132
3723,16
3724,16
3725,16
3726,16
3727,44
3728,44
3729,44
3730,44
3731,808
3732,808
3733,808
3734,808
3735,108
3736,108
3737,108
3738,108
3739,108
3740,108
3741,116
3742,116
3743,116
3744,116
3745,12
3746,12
3747,12
3748,12
3749,12
3750,12
3751,808
3752,808
3753,808
3754,808
3755,808
3756,808
3757,808
3758,808
3759,100
3760,100
3761,100
3762,100
3763,100
3764,120
3765,120
3766,120
3767,120
3768,16
3769,16
3770,16
3771,16
3772,10
3773,10
3774,10
3775,10
3776,10
3777,100
3778,100
3779,100
3780,100
3781,100
3782,808
3783,808
3784,808
3785,808
3786,248
3787,248
3788,248
3789,248
3790,808
3791,808
3792,808
3793,808
3794,290
3795,290
3796,290
3797,290
3798,290
3799,808
3800,808
3801,808
3802,808
3803,156
3804,156
3805,156
3806,156
3807,156
3808,156
3809,116
3810,116
3811,116
3812,116
3813,100
3814,100
3815,100
3816,100
3817,100
3818,808
3819,808
3820,808
3821,808
3822,6
3823,6
3824,6
3825,6
3826,6
3827,6
3828,24
3829,24
3830,24
3831,24
3832,24
3833,24
3834,808
3835,808
3836,808
3837,808
3838,120
3839,120
3840,120
3841,120
3842,100
3843,100
3844,100
3845,100
3846,100
3847,248
3848,248
3849,248
3850,248
3851,16
3852,16
3853,16
3854,16
3855,120
3856,120
3857,120
3858,120
3859,808
3860,808
3861,808
3862,808
3863,132
3864,132
3865,132
3866,132
3867,132
3868,132
3869,315
3870,315
3871,315
3872,315
3873,315
3874,15
3875,15
3876,15
3877,15
3878,15
3879,808
3880,808
3881,808
3882,808
3883,290
3884,290
3885,290
3886,290
3887,290
3888,18
3889,18
3890,18
3891,18
3892,18
3893,18
3894,248
3895,248
3896,248
3897,248
3898,108
3899,108
3900,108
3901,108
3902,108
3903,108
3904,108
3905,108
3906,108
3907,108
3908,108
3909,108
3910,156
3911,156
3912,156
3913,156
3914,156
3915,156
3916,156
3917,156
3918,156
3919,156
3920,156
3921,156
3922,63
3923,63
3924,63
3925,63
3926,63
3927,63
3928,63
3929,7
3930,7
3931,7
3932,7
3933,7
3934,7
3935,7
3936,290
3937,290
3938,290
3939,290
3940,290
3941,808
3942,808
3943,808
3944,808
3945,8
3946,8
3947,8
3948,8
3949,8
3950,8
3951,8
3952,8
3953,120
3954,120
3955,120
3956,120
3957,808
3958,808
3959,808
3960,808
3961,120
3962,120
3963,120
3964,120
3965,248
3966,248
3967,248
3968,248
3969,100
3970,100
3971,100
3972,100
3973,100
3974,808
3975,808
3976,808
3977,808
3978,808
3979,808
3980,808
3981,808
3982,80
3983,80
3984,80
3985,80
3986,808
3987,808
3988,808
3989,808
3990,808
3991,808
3992,808
3993,808
3994,808
3995,808
3996,808
3997,808
3998,808
3999,808
4000,808
4001,808
4002,248
4003,248
4004,248
4005,248
4006,8
4007,8
4008,8
4009,8
4010,808
4011,808
4012,808
4013,808
4014,120
4015,120
4016,120
4017,120
4018,45
4019,45
4020,45
4021,45
4022,45
